accx,accy,accz,gx,gy,gz,g,ax,ay,az,a
-9.48,-1.25,0.31,-10.38,-0.34,1.15,10.45,0.9,-0.91,-0.83,1.53
-9.28,-0.31,1.13,-10.16,-0.33,1.14,10.23,0.88,0.02,-0.01,0.88
-12.28,-1.01,0.9,-10.58,-0.47,1.09,10.65,-1.7,-0.54,-0.2,1.8
-11.19,-0.58,0.7,-10.71,-0.49,1.02,10.76,-0.49,-0.09,-0.31,0.59
-9.91,-1.37,0.23,-10.55,-0.67,0.86,10.6,0.64,-0.7,-0.63,1.13
-10.02,-0.82,0.31,-10.44,-0.7,0.75,10.49,0.42,-0.12,-0.44,0.62
-7.76,0,-1.4,-9.9,-0.56,0.32,9.93,2.14,0.56,-1.72,2.81
-11.27,-0.62,0.19,-10.18,-0.57,0.29,10.2,-1.09,-0.05,-0.1,1.1
-9.01,1.13,0.04,-9.94,-0.23,0.24,9.95,0.94,1.36,-0.2,1.66
-11.08,1.56,0.04,-10.17,0.13,0.2,10.17,-0.91,1.43,-0.16,1.7
-11.43,1.01,0.43,-10.42,0.3,0.25,10.43,-1.01,0.71,0.18,1.24
-7.45,1.44,1.21,-9.83,0.53,0.44,9.85,2.38,0.91,0.77,2.66
-12.28,0.58,-1.29,-10.32,0.54,0.09,10.33,-1.97,0.04,-1.38,2.4
-8.42,0.66,0.86,-9.94,0.57,0.25,9.96,1.52,0.1,0.61,1.64
-10.1,0.58,0.66,-9.97,0.57,0.33,9.99,-0.13,0.01,0.33,0.36
-10.06,0.66,-0.04,-9.99,0.59,0.26,10.01,-0.07,0.07,-0.3,0.31
-9.63,0.39,-0.12,-9.92,0.55,0.18,9.94,0.29,-0.16,-0.3,0.44
-10.73,0.23,-0.12,-10.08,0.49,0.12,10.09,-0.65,-0.25,-0.24,0.73
-9.63,0.43,0.35,-9.99,0.47,0.17,10,0.36,-0.05,0.18,0.4
-9.83,0.94,0.08,-9.96,0.57,0.15,9.98,0.13,0.37,-0.07,0.4
-10.3,1.01,0.39,-10.03,0.66,0.2,10.05,-0.27,0.36,0.19,0.49
-11.11,-0.58,0.74,-10.24,0.41,0.31,10.26,-0.87,-0.99,0.43,1.39
-8.62,-0.82,1.72,-9.92,0.16,0.59,9.94,1.3,-0.98,1.13,1.98
-11.04,-0.86,1.75,-10.14,-0.04,0.82,10.18,-0.89,-0.82,0.93,1.53
-11.11,-1.05,1.37,-10.34,-0.24,0.93,10.38,-0.78,-0.81,0.43,1.2
-8.74,-0.43,1.09,-10.02,-0.28,0.96,10.07,1.28,-0.15,0.13,1.3
-10.65,-0.66,-0.27,-10.14,-0.36,0.72,10.17,-0.5,-0.31,-0.99,1.15
-8.81,-0.9,-0.43,-9.88,-0.47,0.49,9.9,1.06,-0.43,-0.92,1.47
-10.34,-1.48,0.16,-9.97,-0.67,0.42,10,-0.37,-0.81,-0.26,0.93
-10.76,-1.79,0.23,-10.13,-0.89,0.38,10.17,-0.64,-0.9,-0.15,1.11
-9.91,-2.38,1.05,-10.08,-1.19,0.52,10.17,0.18,-1.19,0.54,1.32
-10.96,-2.3,0.82,-10.26,-1.41,0.58,10.37,-0.7,-0.89,0.24,1.16
-9.67,-1.99,0.98,-10.14,-1.53,0.66,10.28,0.47,-0.46,0.32,0.73
-9.67,-1.72,1.29,-10.05,-1.57,0.78,10.2,0.38,-0.15,0.5,0.65
-11,-2.38,1.05,-10.24,-1.73,0.84,10.42,-0.76,-0.65,0.22,1.02
-9.79,-2.34,1.13,-10.15,-1.85,0.9,10.35,0.36,-0.49,0.24,0.65
-10.49,-2.18,0.66,-10.22,-1.92,0.85,10.43,-0.27,-0.27,-0.19,0.43
-10.92,-2.73,0.9,-10.36,-2.08,0.86,10.6,-0.56,-0.65,0.04,0.86
-9.98,-2.81,1.01,-10.28,-2.23,0.89,10.56,0.3,-0.58,0.12,0.67
-10.34,-2.54,0.16,-10.29,-2.29,0.74,10.57,-0.04,-0.25,-0.59,0.64
-10.06,-2.69,-0.51,-10.25,-2.37,0.49,10.53,0.18,-0.32,-1,1.07
-9.56,-1.83,0.12,-10.11,-2.26,0.42,10.37,0.55,0.43,-0.3,0.76
-11.23,-1.56,-0.31,-10.33,-2.12,0.27,10.55,-0.9,0.56,-0.58,1.21
-9.94,-0.55,0.04,-10.26,-1.81,0.23,10.42,0.31,1.26,-0.19,1.31
-9.98,-0.12,-0.74,-10.2,-1.47,0.03,10.31,0.22,1.35,-0.77,1.57
-10.49,0.55,-0.47,-10.26,-1.07,-0.07,10.31,-0.23,1.61,-0.4,1.68
-9.71,0.16,-0.74,-10.15,-0.82,-0.2,10.18,0.44,0.98,-0.54,1.2
-11.08,1.21,-0.58,-10.33,-0.42,-0.28,10.35,-0.74,1.62,-0.31,1.81
-9.36,1.37,-0.31,-10.14,-0.06,-0.29,10.14,0.78,1.42,-0.03,1.62
-9.79,2.14,-0.55,-10.07,0.38,-0.34,10.08,0.28,1.76,-0.21,1.8
-10.45,1.83,-0.31,-10.15,0.67,-0.33,10.17,-0.31,1.16,0.02,1.2
-9.59,1.37,-0.27,-10.04,0.81,-0.32,10.07,0.44,0.55,0.05,0.71
-10.02,1.33,0.04,-10.03,0.91,-0.25,10.08,0.01,0.41,0.29,0.5
-10.34,0.58,0,-10.09,0.85,-0.2,10.13,-0.24,-0.26,0.2,0.41
-9.94,0.62,-0.16,-10.06,0.8,-0.19,10.1,0.12,-0.18,0.03,0.22
-11.04,0.98,-0.62,-10.26,0.84,-0.28,10.3,-0.78,0.14,-0.35,0.86
-8.89,0.16,0.27,-9.99,0.7,-0.17,10.01,1.09,-0.55,0.44,1.3
-11.62,0.19,0.12,-10.31,0.6,-0.11,10.33,-1.31,-0.4,0.23,1.39
-9.52,-0.66,-0.55,-10.15,0.35,-0.2,10.16,0.64,-1.01,-0.35,1.24
-10.22,-0.86,0.27,-10.17,0.11,-0.1,10.17,-0.05,-0.96,0.38,1.04
-10.53,-0.86,0.08,-10.24,-0.09,-0.07,10.24,-0.29,-0.77,0.15,0.84
-9.56,-0.43,1.21,-10.1,-0.16,0.19,10.11,0.55,-0.27,1.02,1.19
-11.11,-1.09,0.9,-10.3,-0.34,0.33,10.32,-0.81,-0.75,0.57,1.24
-8.89,-1.05,1.09,-10.02,-0.48,0.48,10.05,1.13,-0.57,0.61,1.4
-10.1,0,0.62,-10.04,-0.39,0.51,10.06,-0.06,0.39,0.11,0.41
-10.22,-0.04,-0.23,-10.07,-0.32,0.36,10.09,-0.14,0.28,-0.6,0.67
-9.13,0.62,-0.12,-9.88,-0.13,0.27,9.89,0.76,0.75,-0.38,1.14
-11.35,-1.01,0.62,-10.18,-0.31,0.34,10.19,-1.17,-0.71,0.29,1.4
-8.35,0.43,-0.16,-9.81,-0.16,0.24,9.82,1.47,0.59,-0.39,1.63
-10.02,0.19,-0.47,-9.85,-0.09,0.1,9.85,-0.17,0.28,-0.57,0.65
-10.57,-0.08,-1.25,-10,-0.09,-0.17,10,-0.57,0.01,-1.08,1.22
-9.91,-0.62,-1.05,-9.98,-0.19,-0.35,9.99,0.07,-0.43,-0.71,0.83
-11,0.31,0.35,-10.18,-0.09,-0.21,10.18,-0.82,0.4,0.56,1.07
-9.52,-0.43,-0.78,-10.05,-0.16,-0.32,10.06,0.53,-0.27,-0.46,0.75
-11.08,-0.39,-1.21,-10.25,-0.21,-0.5,10.27,-0.82,-0.18,-0.71,1.1
-9.48,-0.19,-0.58,-10.1,-0.2,-0.52,10.11,0.62,0.01,-0.07,0.63
-9.87,-0.08,0,-10.05,-0.18,-0.41,10.06,0.19,0.1,0.41,0.46
-10.73,0.08,0.43,-10.19,-0.13,-0.24,10.19,-0.54,0.21,0.67,0.89
-10.1,0,-1.05,-10.17,-0.1,-0.41,10.18,0.07,0.1,-0.65,0.66
-9.83,0.27,-0.55,-10.1,-0.03,-0.43,10.11,0.27,0.3,-0.11,0.42
-10.22,0.16,0,-10.12,0.01,-0.35,10.13,-0.09,0.15,0.35,0.39
-10.37,1.05,0.47,-10.17,0.22,-0.18,10.18,-0.2,0.83,0.65,1.08
-9.71,-0.08,-0.39,-10.08,0.16,-0.23,10.09,0.37,-0.24,-0.16,0.47
-9.98,0.27,-0.66,-10.06,0.18,-0.31,10.07,0.08,0.09,-0.35,0.37
-10.69,0.35,0.43,-10.19,0.22,-0.16,10.19,-0.5,0.14,0.59,0.79
-10.06,0.31,0,-10.16,0.23,-0.13,10.17,0.1,0.08,0.13,0.18
-10.37,0.66,0.62,-10.2,0.32,0.02,10.21,-0.17,0.34,0.6,0.72
-9.24,0.39,0.04,-10.01,0.33,0.02,10.02,0.77,0.06,0.02,0.77
-10.41,0.9,0.12,-10.09,0.45,0.04,10.1,-0.32,0.45,0.07,0.56
-10.06,0.82,0.08,-10.09,0.52,0.05,10.1,0.02,0.3,0.03,0.3
-9.91,0.31,0.35,-10.05,0.48,0.11,10.06,0.14,-0.17,0.24,0.33
-10.8,0.78,0.27,-10.2,0.54,0.14,10.22,-0.6,0.24,0.13,0.66
-9.2,0.58,-0.7,-10,0.55,-0.03,10.02,0.8,0.04,-0.68,1.05
-10.3,0.62,-0.9,-10.06,0.56,-0.2,10.08,-0.24,0.06,-0.7,0.74
-9.91,0.19,-0.55,-10.03,0.49,-0.27,10.05,0.12,-0.29,-0.28,0.42
-10.65,0.62,-0.98,-10.15,0.52,-0.41,10.17,-0.49,0.11,-0.56,0.76
-9.59,0.23,-1.01,-10.04,0.46,-0.53,10.07,0.45,-0.23,-0.48,0.7
-10.06,0.78,-1.21,-10.05,0.52,-0.67,10.08,-0.02,0.26,-0.54,0.6
-9.98,1.01,-0.66,-10.03,0.62,-0.67,10.07,0.05,0.39,0,0.39
-9.67,0.9,0.04,-9.96,0.68,-0.53,10,0.29,0.22,0.56,0.67
-10.22,1.6,0.55,-10.01,0.86,-0.31,10.05,-0.21,0.74,0.86,1.15
-9.94,-0.16,1.44,-10,0.66,0.04,10.02,0.05,-0.81,1.4,1.62
-10.14,0.74,0,-10.03,0.67,0.03,10.05,-0.11,0.07,-0.03,0.13
-10.14,-0.08,-0.12,-10.05,0.52,0,10.06,-0.09,-0.6,-0.12,0.62
-10.18,-0.08,-0.08,-10.08,0.4,-0.01,10.08,-0.1,-0.48,-0.06,0.5
-10.1,0.31,0.39,-10.08,0.39,0.07,10.09,-0.02,-0.07,0.32,0.33
-9.28,0.08,-0.27,-9.92,0.32,0,9.93,0.64,-0.25,-0.27,0.74
-10.69,0.66,0.12,-10.07,0.39,0.02,10.08,-0.61,0.27,0.09,0.68
-10.8,0.58,-1.87,-10.22,0.43,-0.36,10.23,-0.58,0.15,-1.52,1.63
-10.02,0.19,-0.04,-10.18,0.38,-0.29,10.19,0.16,-0.19,0.25,0.35
-10.3,0.19,-0.47,-10.2,0.35,-0.33,10.21,-0.09,-0.15,-0.14,0.23
-10.18,0.39,-0.7,-10.2,0.35,-0.4,10.21,0.02,0.04,-0.3,0.3
-10.02,0.78,-0.16,-10.16,0.44,-0.35,10.18,0.14,0.34,0.2,0.42
-10.1,0.58,-0.55,-10.15,0.47,-0.39,10.17,0.05,0.12,-0.15,0.2
-9.75,0.35,0.39,-10.07,0.45,-0.24,10.08,0.32,-0.09,0.63,0.71
-10.06,0.47,-1.21,-10.07,0.45,-0.43,10.09,0.01,0.02,-0.78,0.78
-10.65,0.94,-0.86,-10.18,0.55,-0.52,10.21,-0.46,0.39,-0.34,0.69
-9.56,0.51,-0.39,-10.06,0.54,-0.49,10.09,0.5,-0.03,0.1,0.51
-9.75,1.01,0.16,-10,0.63,-0.36,10.02,0.25,0.38,0.52,0.69
-10.18,1.25,0.7,-10.03,0.76,-0.15,10.06,-0.15,0.49,0.85,0.99
-10.34,0.98,-0.04,-10.09,0.8,-0.13,10.13,-0.24,0.17,0.09,0.31
-9.52,0.94,0.86,-9.98,0.83,0.07,10.01,0.46,0.11,0.79,0.92
-10.57,0.51,1.17,-10.1,0.76,0.29,10.13,-0.47,-0.26,0.88,1.03
-9.91,0.12,0.78,-10.06,0.63,0.39,10.09,0.15,-0.52,0.39,0.67
-10.45,-0.43,0.19,-10.14,0.42,0.35,10.15,-0.31,-0.85,-0.15,0.92
-9.79,-0.19,0.7,-10.07,0.3,0.42,10.08,0.28,-0.49,0.28,0.63
-10.34,-0.04,0.55,-10.12,0.23,0.45,10.13,-0.21,-0.27,0.1,0.36
-9.87,0.04,0.04,-10.07,0.19,0.36,10.08,0.2,-0.15,-0.32,0.41
-9.91,-0.16,0.58,-10.04,0.12,0.41,10.05,0.13,-0.28,0.18,0.36
-10.61,0.58,0.31,-10.15,0.22,0.39,10.16,-0.46,0.37,-0.08,0.59
-9.98,0.39,0.12,-10.12,0.25,0.33,10.13,0.13,0.14,-0.22,0.29
-9.24,0.55,1.29,-9.94,0.31,0.53,9.96,0.7,0.24,0.76,1.06
-11.35,1.05,2.11,-10.22,0.46,0.84,10.27,-1.12,0.59,1.26,1.79
-8.77,1.01,1.52,-9.93,0.57,0.98,10,1.16,0.44,0.54,1.36
-9.44,0.62,1.33,-9.84,0.58,1.05,9.91,0.4,0.04,0.28,0.49
-11.31,0.62,2.14,-10.13,0.59,1.27,10.23,-1.18,0.04,0.88,1.47
-9.24,0.78,2.03,-9.95,0.63,1.42,10.07,0.71,0.15,0.61,0.95
-9.52,1.99,1.99,-9.87,0.9,1.53,10.02,0.35,1.09,0.46,1.23
-11,0.98,2.57,-10.09,0.91,1.74,10.28,-0.91,0.06,0.83,1.23
-10.34,0.16,1.6,-10.14,0.76,1.71,10.31,-0.19,-0.61,-0.11,0.65
-9.75,0.35,1.37,-10.06,0.68,1.64,10.22,0.31,-0.33,-0.28,0.53
-10.34,0.98,1.6,-10.12,0.74,1.63,10.27,-0.22,0.24,-0.04,0.32
-9.56,0.62,1.37,-10,0.72,1.58,10.15,0.45,-0.09,-0.22,0.51
-10.34,0.08,0.9,-10.07,0.59,1.44,10.19,-0.26,-0.51,-0.55,0.79
-10.26,0.35,0.86,-10.11,0.54,1.33,10.21,-0.15,-0.19,-0.47,0.53
-9.94,0.31,0.94,-10.08,0.5,1.25,10.16,0.13,-0.18,-0.31,0.39
-9.98,0.51,0.62,-10.06,0.5,1.12,10.13,0.07,0.01,-0.5,0.5
-10.37,0.51,-0.55,-10.12,0.5,0.79,10.16,-0.25,0.01,-1.34,1.36
-9.91,0.51,-0.39,-10.08,0.5,0.55,10.11,0.17,0.01,-0.94,0.96
-9.87,0.74,0.04,-10.04,0.55,0.45,10.06,0.17,0.19,-0.41,0.48
-10.22,0.39,0.16,-10.07,0.52,0.39,10.09,-0.15,-0.13,-0.24,0.31
-9.87,0.43,-0.62,-10.03,0.5,0.19,10.05,0.16,-0.07,-0.81,0.83
-10.06,0.58,-0.51,-10.04,0.52,0.05,10.05,-0.02,0.07,-0.56,0.56
-10.18,0.35,0,-10.07,0.48,0.04,10.08,-0.11,-0.13,-0.04,0.18
-9.94,0.31,0.19,-10.04,0.45,0.07,10.05,0.1,-0.14,0.12,0.21
-10.14,0.23,-0.35,-10.06,0.41,-0.01,10.07,-0.08,-0.17,-0.34,0.39
-9.98,0.31,-0.08,-10.05,0.39,-0.03,10.05,0.06,-0.08,-0.05,0.11
-9.91,0.62,0.04,-10.02,0.43,-0.01,10.03,0.11,0.19,0.05,0.23
-10.06,0.66,-0.27,-10.03,0.48,-0.07,10.04,-0.04,0.18,-0.21,0.28
-10.14,0.31,-0.58,-10.05,0.45,-0.17,10.06,-0.09,-0.13,-0.42,0.45
-10.14,0.27,0.12,-10.07,0.41,-0.11,10.08,-0.07,-0.14,0.23,0.28
-10.26,0.43,-0.58,-10.11,0.42,-0.21,10.12,-0.15,0.01,-0.38,0.41
-10.18,0.27,0.08,-10.12,0.39,-0.15,10.13,-0.06,-0.11,0.23,0.26
-9.91,0.27,-0.12,-10.08,0.36,-0.14,10.08,0.17,-0.09,0.03,0.2
-9.91,0.66,0.08,-10.04,0.42,-0.1,10.05,0.14,0.24,0.18,0.33
-10.18,0.39,-0.12,-10.07,0.42,-0.1,10.08,-0.11,-0.03,-0.01,0.11
-9.94,0.39,0.12,-10.05,0.41,-0.06,10.05,0.1,-0.02,0.18,0.2
-10.02,0.58,-0.43,-10.04,0.45,-0.13,10.05,0.02,0.14,-0.3,0.33
-10.1,0.51,-0.74,-10.05,0.46,-0.25,10.07,-0.05,0.05,-0.49,0.49
-10.22,0.31,-0.08,-10.09,0.43,-0.22,10.1,-0.13,-0.12,0.14,0.23
-9.83,0.43,0.19,-10.03,0.43,-0.14,10.04,0.21,0,0.33,0.39
-9.94,0.74,-0.12,-10.02,0.49,-0.13,10.03,0.07,0.25,0.02,0.26
-9.79,0.47,-0.04,-9.97,0.49,-0.11,9.98,0.18,-0.02,0.07,0.2
-9.98,0.62,0,-9.97,0.51,-0.09,9.99,-0.01,0.11,0.09,0.14
-9.98,0.23,-0.16,-9.98,0.46,-0.1,9.99,-0.01,-0.22,-0.05,0.23
-9.83,0.47,0.12,-9.95,0.46,-0.06,9.96,0.12,0.01,0.18,0.21
-10.26,0.35,-0.08,-10.01,0.44,-0.06,10.02,-0.25,-0.09,-0.01,0.26
-10.02,0.35,0.04,-10.01,0.42,-0.04,10.02,-0.01,-0.07,0.08,0.11
-10.18,0.43,-0.43,-10.04,0.42,-0.12,10.05,-0.13,0.01,-0.31,0.34
-9.94,0.51,-0.47,-10.02,0.44,-0.19,10.04,0.08,0.07,-0.28,0.3
-10.3,0.19,-0.08,-10.08,0.39,-0.17,10.09,-0.22,-0.2,0.09,0.31
-9.98,0.66,-0.86,-10.06,0.45,-0.31,10.07,0.08,0.22,-0.55,0.6
-10.14,0.27,0.27,-10.08,0.41,-0.19,10.09,-0.06,-0.14,0.46,0.49
-9.98,0.51,-0.31,-10.06,0.43,-0.21,10.07,0.07,0.08,-0.1,0.14
-10.14,0.23,-0.27,-10.07,0.39,-0.23,10.08,-0.07,-0.16,-0.05,0.18
-10.06,0.55,0.04,-10.07,0.42,-0.17,10.08,0.01,0.12,0.21,0.25
-9.75,0.58,0.39,-10.01,0.45,-0.06,10.02,0.26,0.13,0.45,0.53
-9.91,0.51,-0.35,-9.99,0.46,-0.12,10,0.08,0.04,-0.23,0.25
-9.98,0.55,-0.47,-9.99,0.48,-0.19,10,0,0.06,-0.28,0.29
-10.22,0.23,-0.74,-10.03,0.43,-0.3,10.05,-0.19,-0.2,-0.44,0.52
-10.1,0.43,-1.29,-10.05,0.43,-0.5,10.07,-0.05,0,-0.79,0.79
-9.98,0.55,-0.62,-10.03,0.45,-0.52,10.06,0.05,0.09,-0.1,0.15
-10.18,0.43,-0.7,-10.06,0.45,-0.56,10.09,-0.12,-0.02,-0.14,0.19
-9.91,0.51,-1.01,-10.03,0.46,-0.65,10.06,0.13,0.05,-0.36,0.39
-9.83,0.35,-1.87,-9.99,0.44,-0.89,10.04,0.16,-0.09,-0.98,1
-10.02,0.74,-1.09,-10,0.5,-0.93,10.05,-0.03,0.24,-0.16,0.29
-10.18,0.66,-1.79,-10.03,0.53,-1.11,10.11,-0.15,0.13,-0.69,0.72
-9.87,0.7,-1.64,-10,0.57,-1.21,10.09,0.13,0.14,-0.43,0.47
-10.1,0.35,-2.14,-10.02,0.52,-1.4,10.13,-0.08,-0.17,-0.75,0.77
-10.22,0.9,-1.64,-10.06,0.6,-1.45,10.18,-0.16,0.3,-0.19,0.39
-9.75,0.86,-1.48,-10,0.65,-1.45,10.12,0.25,0.21,-0.03,0.33
-9.91,0.82,-1.56,-9.98,0.68,-1.47,10.11,0.07,0.14,-0.09,0.18
-10.06,1.01,-2.11,-10,0.75,-1.6,10.15,-0.07,0.26,-0.5,0.57
-9.79,0.47,-0.86,-9.95,0.69,-1.45,10.08,0.17,-0.23,0.59,0.66
-10.06,0.47,-1.37,-9.98,0.65,-1.43,10.1,-0.09,-0.18,0.07,0.21
-10.02,0.39,-2.5,-9.99,0.6,-1.65,10.14,-0.04,-0.21,-0.85,0.87
-9.83,0.66,-0.82,-9.95,0.61,-1.48,10.08,0.13,0.05,0.66,0.68
-9.63,0.82,-1.37,-9.89,0.65,-1.46,10.02,0.26,0.17,0.09,0.32
-10.3,0.47,-0.78,-9.97,0.61,-1.32,10.08,-0.32,-0.15,0.54,0.65
-9.79,0.55,-2.22,-9.93,0.6,-1.5,10.07,0.15,-0.06,-0.72,0.74
-10.14,0.35,-0.27,-9.98,0.55,-1.26,10.07,-0.16,-0.2,0.98,1.02
-10.06,0.27,-1.6,-9.99,0.5,-1.33,10.09,-0.07,-0.22,-0.27,0.36
-9.59,0.62,-0.31,-9.91,0.52,-1.12,9.99,0.32,0.1,0.81,0.88
-10.37,0.35,-0.62,-10.01,0.49,-1.02,10.07,-0.37,-0.14,0.4,0.56
-9.59,0,-0.47,-9.92,0.39,-0.91,9.97,0.33,-0.39,0.44,0.68
-10.69,0.62,-0.35,-10.08,0.44,-0.8,10.12,-0.61,0.19,0.45,0.78
-10.1,0.43,-0.19,-10.08,0.44,-0.68,10.11,-0.02,-0.01,0.48,0.48
-9.32,0.86,-0.62,-9.93,0.52,-0.67,9.96,0.61,0.34,0.04,0.7
-10.88,0.16,-1.01,-10.12,0.45,-0.74,10.16,-0.76,-0.29,-0.28,0.86
-9.94,0.47,-1.83,-10.08,0.45,-0.96,10.14,0.14,0.02,-0.88,0.89
-10.65,0.16,-1.56,-10.2,0.39,-1.08,10.26,-0.45,-0.24,-0.48,0.7
-10.49,0.35,-0.74,-10.26,0.38,-1.01,10.31,-0.24,-0.03,0.27,0.36
-10.96,0.16,-0.51,-10.4,0.34,-0.91,10.44,-0.56,-0.18,0.4,0.72
-11.27,-0.04,-1.44,-10.57,0.26,-1.02,10.62,-0.7,-0.3,-0.43,0.87
-8.5,0.51,-0.82,-10.16,0.31,-0.98,10.21,1.66,0.2,0.16,1.67
-10.18,0.39,-1.17,-10.16,0.33,-1.02,10.22,-0.02,0.06,-0.15,0.17
-10.02,0.43,-1.6,-10.13,0.35,-1.13,10.2,0.11,0.08,-0.47,0.49
-10.1,0.94,-1.56,-10.13,0.47,-1.22,10.21,0.03,0.47,-0.34,0.58
-10.02,0.74,0.12,-10.11,0.52,-0.95,10.16,0.08,0.22,1.07,1.09
-9.94,0.86,-1.05,-10.07,0.59,-0.97,10.14,0.13,0.27,-0.08,0.31
-10.3,0.9,-0.08,-10.12,0.65,-0.79,10.17,-0.18,0.25,0.71,0.78
-9.63,0.55,0,-10.02,0.63,-0.63,10.06,0.39,-0.08,0.63,0.75
-10.37,0.66,-0.04,-10.09,0.64,-0.52,10.13,-0.28,0.03,0.48,0.55
-9.83,0.94,-0.08,-10.04,0.7,-0.43,10.07,0.21,0.24,0.35,0.47
-10.22,0.43,0.23,-10.07,0.64,-0.3,10.1,-0.14,-0.21,0.53,0.59
-10.14,0.55,0.19,-10.09,0.62,-0.2,10.11,-0.05,-0.08,0.39,0.4
-9.56,0.47,0.04,-9.98,0.59,-0.15,10,0.43,-0.12,0.19,0.48
-11.04,0.98,-0.04,-10.19,0.67,-0.13,10.22,-0.84,0.31,0.09,0.9
-9.59,0.19,-0.04,-10.07,0.57,-0.11,10.09,0.48,-0.38,0.07,0.61
-10.73,0.94,0.23,-10.2,0.65,-0.04,10.22,-0.52,0.29,0.28,0.66
-10.02,0.7,-0.31,-10.17,0.66,-0.1,10.19,0.14,0.04,-0.22,0.26
-10.18,0.7,0.08,-10.17,0.67,-0.06,10.19,-0.01,0.04,0.14,0.14
-9.52,0.47,0.31,-10.04,0.63,0.01,10.06,0.52,-0.16,0.3,0.62
-10.69,0.66,0.19,-10.17,0.63,0.05,10.19,-0.52,0.03,0.14,0.54
-9.32,0.82,-0.08,-10,0.67,0.02,10.02,0.68,0.15,-0.1,0.7
-10.3,0.39,1.01,-10.06,0.61,0.22,10.08,-0.24,-0.22,0.79,0.86
-9.94,0.62,0.58,-10.04,0.62,0.29,10.06,0.09,0.01,0.29,0.3
-10.06,0.19,0.94,-10.04,0.53,0.42,10.06,-0.02,-0.34,0.51,0.61
-10.06,0.27,0.66,-10.05,0.48,0.47,10.07,-0.02,-0.21,0.19,0.28
-9.63,-0.08,0.08,-9.96,0.37,0.39,9.98,0.33,-0.45,-0.31,0.64
-9.71,-0.23,0.19,-9.91,0.25,0.35,9.92,0.2,-0.48,-0.16,0.55
-9.79,-0.12,-0.04,-9.89,0.18,0.27,9.89,0.1,-0.29,-0.31,0.44
-10.37,-0.04,0.12,-9.98,0.13,0.24,9.99,-0.39,-0.17,-0.13,0.44
-9.94,0.08,0.08,-9.98,0.12,0.21,9.98,0.03,-0.04,-0.13,0.14
-9.94,0.39,-0.08,-9.97,0.18,0.15,9.97,0.03,0.21,-0.23,0.32
-10.14,0.62,0.23,-10,0.26,0.17,10.01,-0.14,0.36,0.07,0.39
-10.06,1.05,0.43,-10.02,0.42,0.22,10.03,-0.05,0.63,0.21,0.67
-9.98,1.29,-0.08,-10.01,0.6,0.16,10.03,0.03,0.69,-0.24,0.73
-9.79,1.21,-0.27,-9.97,0.72,0.07,9.99,0.18,0.49,-0.35,0.63
-10.22,1.01,0.16,-10.02,0.78,0.09,10.05,-0.2,0.24,0.07,0.32
-9.87,0.94,-0.16,-9.99,0.81,0.04,10.02,0.12,0.13,-0.2,0.26
-9.63,0.9,-0.19,-9.92,0.83,-0.01,9.95,0.28,0.07,-0.19,0.35
-10.06,0.7,0.04,-9.94,0.8,0,9.98,-0.12,-0.1,0.04,0.16
-9.98,0.94,-0.12,-9.95,0.83,-0.02,9.99,-0.03,0.11,-0.1,0.15
-8.93,0.74,-0.19,-9.75,0.81,-0.06,9.78,0.82,-0.07,-0.14,0.83
-11.43,1.01,0.08,-10.08,0.85,-0.03,10.12,-1.34,0.16,0.11,1.36
-9.28,0.9,-0.16,-9.92,0.86,-0.05,9.96,0.64,0.04,-0.1,0.65
-10.14,1.01,0.19,-9.97,0.89,0,10.01,-0.17,0.12,0.2,0.29
-10.65,0.35,-0.08,-10.1,0.78,-0.02,10.13,-0.54,-0.43,-0.06,0.7
-9.36,0.7,0,-9.95,0.77,-0.02,9.98,0.59,-0.07,0.02,0.6
-10.37,0.7,-0.19,-10.04,0.75,-0.05,10.07,-0.34,-0.05,-0.14,0.37
-10.69,0.16,-0.39,-10.17,0.63,-0.12,10.19,-0.52,-0.48,-0.27,0.76
-10.02,0.39,0.12,-10.14,0.59,-0.07,10.16,0.12,-0.2,0.19,0.3
-10.06,0.94,-0.12,-10.12,0.66,-0.08,10.15,0.06,0.28,-0.04,0.29
-10.96,1.52,-0.62,-10.29,0.83,-0.19,10.33,-0.67,0.69,-0.43,1.06
-9.44,0.23,-0.19,-10.12,0.71,-0.19,10.15,0.68,-0.48,0,0.83
-10.45,0.16,0.62,-10.19,0.6,-0.03,10.2,-0.27,-0.44,0.65,0.83
-9.79,0.82,-0.47,-10.11,0.64,-0.12,10.13,0.32,0.18,-0.35,0.51
-10.1,0.74,0.74,-10.11,0.66,0.06,10.13,0,0.08,0.69,0.69
-9.91,0.62,0.9,-10.07,0.65,0.22,10.09,0.16,-0.03,0.67,0.69
-10.53,0.35,1.05,-10.16,0.59,0.39,10.18,-0.37,-0.24,0.66,0.8
-9.94,0.58,0.9,-10.12,0.59,0.49,10.15,0.17,-0.01,0.41,0.44
-9.75,0.51,0,-10.04,0.58,0.39,10.07,0.29,-0.07,-0.39,0.49
-10.26,0.66,0.23,-10.09,0.59,0.36,10.11,-0.17,0.07,-0.13,0.22
-9.83,0.74,-0.27,-10.03,0.62,0.23,10.06,0.21,0.12,-0.51,0.56
-10.37,0.51,-0.31,-10.1,0.6,0.13,10.12,-0.27,-0.09,-0.44,0.52
-9.83,0.19,0.98,-10.05,0.52,0.3,10.06,0.22,-0.32,0.68,0.78
